Major Categories	2nd-tier	3rd-tier	Example
04 Caring For & Helping Nonhousehold (NonHH) Members	02 Activities Related to Nonhh Children's Education	03 Home schooling of nonhh children	home schooling a nonhh child
04 Caring For & Helping Nonhousehold (NonHH) Members	02 Activities Related to Nonhh Children's Education	04 Waiting associated with nonhh children's education	waiting to meet with nonhh child's teacher
04 Caring For & Helping Nonhousehold (NonHH) Members	02 Activities Related to Nonhh Children's Education	99 Activities related to nonhh child's educ., n.e.c.*	#N/A
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	01 Providing medical care to nonhh children	taking a nonhh child's temperature
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	01 Providing medical care to nonhh children	giving nonhh child medicine
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	01 Providing medical care to nonhh children	putting medicine on nonhh child's cuts
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	01 Providing medical care to nonhh children	sitting with sick nonhh child
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	01 Providing medical care to nonhh children	giving nonhh child's insulin shot
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	01 Providing medical care to nonhh children	putting medicine on nonhh child's burn
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	01 Providing medical care to nonhh children	bandaging nonhh child's scrapes/cuts
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	01 Providing medical care to nonhh children	bandaging nonhh child's cuts/burns
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	01 Providing medical care to nonhh children	helping nonhh child w/phys. therapy
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	02 Obtaining medical care for nonhh children	accompanying nonhh child to medical appt
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	02 Obtaining medical care for nonhh children	talking with nonhh child's nurse
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	02 Obtaining medical care for nonhh children	talking with nonhh child's doctor
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	03 Waiting associated with nonhh children's health	waiting while doctor examines nonhh child
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	03 Waiting associated with nonhh children's health	waiting with nonhh child at hospital
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	03 Waiting associated with nonhh children's health	waiting with nonhh child at physician's office
04 Caring For & Helping Nonhousehold (NonHH) Members	03 Activities Related to Nonhh Children's Health	99 Activities related to nonhh child's health, n.e.c.*	visiting a nonhh child in the hospital
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	01 Physical care for nonhh adults	bathing nonhh adult
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	01 Physical care for nonhh adults	putting nonhh adult to bed
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	01 Physical care for nonhh adults	feeding nonhh adult
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	01 Physical care for nonhh adults	providing physical aid to nonhh adult
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	01 Physical care for nonhh adults	dressing nonhh adult
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	01 Physical care for nonhh adults	helping nonhh adult dress
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	01 Physical care for nonhh adults	getting nonhh adult ready to go somewhere
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	01 Physical care for nonhh adults	cutting nonhh adult's hair
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	01 Physical care for nonhh adults	waking nonhh adult
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	02 Looking after nonhh adult (as a primary activity)	supervising nonhh adult
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	02 Looking after nonhh adult (as a primary activity)	checking on nonhh adult
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	02 Looking after nonhh adult (as a primary activity)	monitoring nonhh adult
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	03 Providing medical care to nonhh adult	giving nonhh adult medicine
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	03 Providing medical care to nonhh adult	bandaging nonhh adult
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	04 Obtaining medical and care services for nonhh adult	accompanying nonhh adult to medical appt.
04 Caring For & Helping Nonhousehold (NonHH) Members	04 Caring For Nonhousehold Adults	04 Obtaining medical and care services for nonhh adult	meeting w/nonhh adult care provider
